order_id,customer_id,product_id,quantity,unit_price,total_amount,payment_method,order_status,order_date,delivery_date
O002048,C00346,P0083,1,37.51,37.51,UPI,Completed,2026-04-13 19:10:27.973079,2026-04-15 19:10:27.973079
O002049,C00850,P0054,3,326.37,979.11,UPI,Pending,2026-04-30 15:37:36.848087,2026-05-05 15:37:36.848087
O002050,C00410,P0011,5,207.94,1039.7,UPI,Cancelled,2026-01-12 06:13:19.169054,2026-01-18 06:13:19.169054
O002051,C00049,P0051,3,339.04,1017.12,UPI,Cancelled,2026-01-21 09:41:46.412169,2026-01-29 09:41:46.412169
O002052,C00991,P0016,3,22.77,68.31,Card,Completed,2026-06-16 22:39:43.102133,2026-06-26 22:39:43.102133
O002053,C00230,P0007,1,494.26,494.26,Card,Pending,2025-10-23 00:22:21.148916,2025-10-26 00:22:21.148916
O002054,C00883,P0089,4,202.37,809.48,Card,Completed,2025-11-05 00:15:24.545879,2025-11-09 00:15:24.545879
O002055,C00196,P0093,3,52.8,158.4,Card,Cancelled,2026-06-09 02:06:45.559240,2026-06-18 02:06:45.559240
O002056,C00889,P0007,3,494.26,1482.78,Card,Completed,2026-02-27 11:34:19.731632,2026-02-28 11:34:19.731632
O002057,C00970,P0039,1,395.36,395.36,UPI,Cancelled,2026-02-24 19:04:31.593499,2026-03-01 19:04:31.593499
O002058,C00628,P0049,3,270.6,811.8,Card,Cancelled,2025-07-23 04:43:45.169263,2025-07-26 04:43:45.169263
O002059,C00472,P0016,2,22.77,45.54,Card,Cancelled,2025-11-14 04:38:13.587837,2025-11-20 04:38:13.587837
O002060,C00910,P0053,4,114.58,458.32,Cash,Cancelled,2026-04-26 07:32:16.357777,2026-04-28 07:32:16.357777
O002061,C00247,P0074,4,165.27,661.08,UPI,Pending,2025-11-25 16:14:13.901423,2025-12-03 16:14:13.901423
O002062,C00792,P0094,4,280.4,1121.6,Card,Pending,2025-11-13 02:04:50.585864,2025-11-17 02:04:50.585864
O002063,C00785,P0038,1,452.18,452.18,Cash,Completed,2026-05-12 01:26:14.328140,2026-05-18 01:26:14.328140
O002064,C00676,P0083,2,37.51,75.02,Card,Pending,2025-08-24 04:19:58.923493,2025-08-26 04:19:58.923493
O002065,C00062,P0028,1,472.89,472.89,UPI,Pending,2025-09-04 11:38:47.055409,2025-09-08 11:38:47.055409
O002066,C00193,P0063,1,490.56,490.56,Card,Cancelled,2026-03-23 03:25:39.775425,2026-03-29 03:25:39.775425
O002067,C00780,P0068,5,394.55,1972.75,UPI,Cancelled,2025-08-10 09:59:19.057018,2025-08-16 09:59:19.057018
O002068,C00465,P0084,2,276.44,552.88,Card,Completed,2025-10-03 13:49:01.211695,2025-10-12 13:49:01.211695
O002069,C00225,P0047,4,483.8,1935.2,Cash,Cancelled,2025-12-21 11:28:29.844093,2025-12-29 11:28:29.844093
O002070,C00208,P0100,4,423.46,1693.84,Card,Pending,2026-04-08 11:45:20.442661,2026-04-12 11:45:20.442661
O002071,C00434,P0022,3,208.97,626.91,Cash,Completed,2025-12-10 14:06:15.126022,2025-12-20 14:06:15.126022
O002072,C00151,P0060,1,207.02,207.02,Card,Completed,2025-12-19 17:12:10.968276,2025-12-21 17:12:10.968276
O002073,C00916,P0059,2,329.19,658.38,Card,Pending,2026-02-08 18:50:02.188466,2026-02-13 18:50:02.188466
O002074,C00678,P0068,4,394.55,1578.2,UPI,Completed,2025-07-25 15:48:08.057726,2025-07-31 15:48:08.057726
O002075,C00950,P0071,1,142.25,142.25,UPI,Completed,2026-03-21 16:13:20.044756,2026-03-27 16:13:20.044756
O002076,C00155,P0051,5,339.04,1695.2,Cash,Pending,2025-10-17 06:07:12.327892,2025-10-24 06:07:12.327892
O002077,C00055,P0057,3,197.38,592.14,Card,Completed,2025-07-11 04:19:22.908134,2025-07-17 04:19:22.908134
O002078,C00665,P0049,4,270.6,1082.4,UPI,Completed,2025-10-14 11:47:21.703898,2025-10-18 11:47:21.703898
O002079,C00413,P0023,5,91.66,458.3,Cash,Cancelled,2025-10-04 19:42:01.140509,2025-10-09 19:42:01.140509
O002080,C00506,P0067,4,30.04,120.16,Cash,Completed,2026-05-25 07:27:04.551250,2026-05-27 07:27:04.551250
O002081,C00662,P0032,1,151.46,151.46,Card,Completed,2026-01-08 17:22:58.054760,2026-01-12 17:22:58.054760
O002082,C00917,P0005,5,288.04,1440.2,Card,Completed,2026-03-17 15:01:52.131877,2026-03-22 15:01:52.131877
O002083,C00545,P0013,3,313.51,940.53,Cash,Cancelled,2026-02-23 14:00:25.020978,2026-02-27 14:00:25.020978
O002084,C00734,P0052,4,442.7,1770.8,Card,Completed,2025-10-01 03:47:12.248452,2025-10-08 03:47:12.248452
O002085,C00752,P0089,3,202.37,607.11,Card,Completed,2026-05-20 19:02:19.866473,2026-05-28 19:02:19.866473
O002086,C00805,P0027,3,340.42,1021.26,Cash,Cancelled,2025-11-15 08:49:02.762348,2025-11-20 08:49:02.762348
O002087,C00295,P0094,1,280.4,280.4,Card,Cancelled,2026-06-01 15:13:00.901713,2026-06-03 15:13:00.901713
O002088,C00930,P0090,5,216.25,1081.25,Cash,Pending,2025-08-02 04:39:59.930197,2025-08-10 04:39:59.930197
O002089,C00874,P0089,2,202.37,404.74,UPI,Cancelled,2025-07-16 05:44:43.281162,2025-07-19 05:44:43.281162
O002090,C00072,P0022,2,208.97,417.94,UPI,Completed,2026-02-25 21:01:52.502052,2026-03-03 21:01:52.502052
O002091,C00986,P0002,4,226.04,904.16,UPI,Completed,2025-08-28 13:47:19.352194,2025-09-04 13:47:19.352194
O002092,C00182,P0034,1,9.01,9.01,Cash,Completed,2026-06-25 17:30:05.408057,2026-06-28 17:30:05.408057
O002093,C00609,P0046,4,481.63,1926.52,Card,Pending,2025-12-26 00:25:07.350817,2026-01-05 00:25:07.350817
O002094,C00895,P0032,4,151.46,605.84,Card,Completed,2025-08-14 15:58:53.240234,2025-08-16 15:58:53.240234
O002095,C00581,P0088,3,444.61,1333.83,Cash,Cancelled,2026-02-21 23:36:48.740716,2026-02-25 23:36:48.740716
O002096,C00172,P0097,2,484.36,968.72,Card,Pending,2025-10-27 10:35:07.136915,2025-10-29 10:35:07.136915
O002097,C00824,P0095,3,168.17,504.51,UPI,Cancelled,2025-11-28 07:53:50.605534,2025-12-06 07:53:50.605534
O002098,C00360,P0070,3,388.31,1164.93,UPI,Pending,2026-03-08 21:17:01.889138,2026-03-16 21:17:01.889138
O002099,C00470,P0002,3,226.04,678.12,Cash,Pending,2025-08-13 04:49:49.402772,2025-08-18 04:49:49.402772
O002100,C00913,P0067,5,30.04,150.2,Card,Pending,2026-03-05 04:06:24.703778,2026-03-13 04:06:24.703778
O002101,C00703,P0067,1,30.04,30.04,UPI,Completed,2025-12-20 03:12:23.785538,2025-12-23 03:12:23.785538
O002102,C00676,P0019,3,87.35,262.05,Card,Completed,2025-08-17 12:23:44.711323,2025-08-25 12:23:44.711323
O002103,C00592,P0095,4,168.17,672.68,Card,Cancelled,2026-05-28 05:08:16.078719,2026-06-03 05:08:16.078719
O002104,C00092,P0025,4,119.93,479.72,UPI,Cancelled,2026-06-17 22:06:33.580594,2026-06-19 22:06:33.580594
O002105,C00696,P0070,4,388.31,1553.24,Card,Pending,2026-04-23 18:04:11.009960,2026-05-02 18:04:11.009960
O002106,C00933,P0087,3,361.82,1085.46,UPI,Cancelled,2026-05-30 13:41:39.878083,2026-06-05 13:41:39.878083
O002107,C00428,P0036,3,305.5,916.5,Card,Cancelled,2025-09-18 08:05:23.730180,2025-09-22 08:05:23.730180
O002108,C00533,P0090,3,216.25,648.75,Card,Pending,2025-08-30 09:05:47.089733,2025-09-09 09:05:47.089733
O002109,C00815,P0059,5,329.19,1645.95,UPI,Completed,2025-08-12 01:13:19.023992,2025-08-18 01:13:19.023992
O002110,C00993,P0002,4,226.04,904.16,UPI,Cancelled,2025-12-05 09:36:24.245331,2025-12-08 09:36:24.245331
O002111,C00154,P0067,3,30.04,90.12,Cash,Cancelled,2026-03-09 14:42:49.420437,2026-03-19 14:42:49.420437
O002112,C00167,P0039,4,395.36,1581.44,Card,Pending,2025-08-01 18:21:54.343777,2025-08-06 18:21:54.343777
O002113,C00016,P0059,1,329.19,329.19,UPI,Cancelled,2025-07-21 21:05:33.233296,2025-07-25 21:05:33.233296
O002114,C00127,P0007,4,494.26,1977.04,Card,Pending,2026-01-02 04:19:18.539889,2026-01-07 04:19:18.539889
O002115,C00361,P0085,1,267.63,267.63,UPI,Completed,2025-09-23 19:12:46.594806,2025-09-24 19:12:46.594806
O002116,C00359,P0037,5,312.34,1561.7,Card,Completed,2026-02-13 05:33:12.449135,2026-02-22 05:33:12.449135
O002117,C00731,P0035,2,373.86,747.72,UPI,Cancelled,2025-08-28 13:19:50.585569,2025-09-01 13:19:50.585569
O002118,C00941,P0011,3,207.94,623.82,Card,Pending,2026-02-04 03:43:53.407042,2026-02-08 03:43:53.407042
O002119,C00956,P0046,2,481.63,963.26,UPI,Pending,2025-09-30 05:28:09.103467,2025-10-07 05:28:09.103467
O002120,C00991,P0013,3,313.51,940.53,Cash,Pending,2026-01-25 11:24:19.086790,2026-01-30 11:24:19.086790
O002121,C00178,P0073,4,70.24,280.96,Cash,Completed,2025-07-29 21:25:13.908201,2025-08-04 21:25:13.908201
O002122,C00700,P0099,2,330.08,660.16,Card,Pending,2025-10-28 00:20:43.593241,2025-11-02 00:20:43.593241
O002123,C00568,P0026,3,131.39,394.17,Card,Pending,2025-09-19 20:55:16.418891,2025-09-24 20:55:16.418891
O002124,C00581,P0081,4,344.62,1378.48,Card,Pending,2025-12-17 12:10:48.806899,2025-12-26 12:10:48.806899
O002125,C00802,P0056,1,53.11,53.11,Cash,Pending,2026-04-12 11:20:58.825192,2026-04-15 11:20:58.825192
O002126,C00711,P0041,5,375.0,1875.0,UPI,Pending,2025-08-12 21:57:30.690504,2025-08-18 21:57:30.690504
O002127,C00438,P0060,4,207.02,828.08,UPI,Completed,2025-07-12 03:18:29.543336,2025-07-19 03:18:29.543336
O002128,C00935,P0072,1,129.07,129.07,Card,Completed,2025-08-21 07:34:36.319999,2025-08-28 07:34:36.319999
O002129,C00630,P0039,2,395.36,790.72,Cash,Pending,2026-01-05 23:42:18.777348,2026-01-15 23:42:18.777348
O002130,C00131,P0080,5,499.3,2496.5,UPI,Completed,2025-12-14 02:45:33.457658,2025-12-24 02:45:33.457658
O002131,C00774,P0051,2,339.04,678.08,Cash,Completed,2025-07-02 16:02:43.469087,2025-07-09 16:02:43.469087
O002132,C00474,P0098,5,56.28,281.4,Card,Completed,2026-02-22 07:57:46.484473,2026-03-02 07:57:46.484473
O002133,C00057,P0035,1,373.86,373.86,Cash,Completed,2025-11-05 18:40:18.795152,2025-11-11 18:40:18.795152
O002134,C00842,P0038,5,452.18,2260.9,Cash,Pending,2026-02-04 13:50:15.772678,2026-02-12 13:50:15.772678
O002135,C00886,P0008,1,482.59,482.59,Cash,Cancelled,2026-02-13 07:16:58.717085,2026-02-23 07:16:58.717085
O002136,C00758,P0092,1,50.16,50.16,Cash,Completed,2026-03-25 13:39:58.793237,2026-03-29 13:39:58.793237
O002137,C00576,P0095,4,168.17,672.68,Card,Cancelled,2025-11-15 14:29:50.010924,2025-11-18 14:29:50.010924
O002138,C00656,P0020,3,165.57,496.71,Cash,Completed,2025-09-12 01:54:30.996917,2025-09-17 01:54:30.996917
O002139,C00825,P0063,5,490.56,2452.8,Card,Completed,2025-10-03 04:33:32.140603,2025-10-07 04:33:32.140603
O002140,C00001,P0020,5,165.57,827.85,Cash,Completed,2025-10-26 09:11:20.170653,2025-10-28 09:11:20.170653
O002141,C00254,P0027,1,340.42,340.42,Card,Cancelled,2025-07-06 02:12:39.239290,2025-07-14 02:12:39.239290
O002142,C00455,P0051,1,339.04,339.04,UPI,Pending,2026-06-28 05:43:02.974113,2026-06-30 05:43:02.974113
O002143,C00496,P0024,2,343.15,686.3,UPI,Cancelled,2025-07-04 10:59:38.031945,2025-07-13 10:59:38.031945
O002144,C00698,P0057,5,197.38,986.9,UPI,Completed,2026-04-11 18:41:31.115560,2026-04-13 18:41:31.115560
O002145,C00652,P0003,2,278.2,556.4,Cash,Cancelled,2025-11-17 02:38:37.991922,2025-11-20 02:38:37.991922
O002146,C00247,P0022,5,208.97,1044.85,Card,Pending,2026-04-23 00:42:09.539490,2026-05-02 00:42:09.539490
O002147,C00492,P0038,3,452.18,1356.54,Cash,Pending,2025-09-29 10:37:28.769816,2025-10-01 10:37:28.769816
O002148,C00377,P0086,3,217.95,653.85,UPI,Cancelled,2025-12-29 20:58:11.904000,2026-01-05 20:58:11.904000
O002149,C00820,P0014,4,426.91,1707.64,UPI,Completed,2026-02-11 04:09:20.549323,2026-02-18 04:09:20.549323
O002150,C00029,P0037,4,312.34,1249.36,Cash,Pending,2026-05-22 07:10:15.115417,2026-05-24 07:10:15.115417
O002151,C00012,P0075,3,67.75,203.25,Cash,Cancelled,2026-03-31 07:59:37.750218,2026-04-01 07:59:37.750218
O002152,C00915,P0085,5,267.63,1338.15,Card,Pending,2025-10-23 10:02:00.480776,2025-10-31 10:02:00.480776
O002153,C00986,P0018,4,489.28,1957.12,UPI,Completed,2025-11-05 18:20:51.686370,2025-11-13 18:20:51.686370
O002154,C00163,P0046,5,481.63,2408.15,Card,Pending,2025-07-22 12:07:33.749213,2025-07-31 12:07:33.749213
O002155,C00925,P0091,5,477.03,2385.15,Cash,Completed,2026-02-04 10:13:49.510623,2026-02-11 10:13:49.510623
O002156,C00179,P0084,2,276.44,552.88,Cash,Cancelled,2026-01-02 00:37:59.166909,2026-01-08 00:37:59.166909
O002157,C00577,P0044,4,457.45,1829.8,UPI,Cancelled,2025-12-14 14:45:09.519858,2025-12-17 14:45:09.519858
O002158,C00311,P0051,1,339.04,339.04,UPI,Pending,2025-11-24 03:58:22.389146,2025-12-02 03:58:22.389146
O002159,C00621,P0085,2,267.63,535.26,Cash,Cancelled,2025-09-27 03:26:04.245671,2025-10-07 03:26:04.245671
O002160,C00795,P0085,5,267.63,1338.15,Card,Cancelled,2026-04-12 20:58:08.018463,2026-04-17 20:58:08.018463
O002161,C00332,P0076,5,374.1,1870.5,Cash,Cancelled,2025-10-09 17:30:37.923788,2025-10-15 17:30:37.923788
O002162,C00850,P0052,1,442.7,442.7,Card,Cancelled,2026-02-08 03:07:46.704410,2026-02-09 03:07:46.704410
O002163,C00163,P0030,1,499.69,499.69,UPI,Cancelled,2026-03-21 20:31:35.942846,2026-03-23 20:31:35.942846
O002164,C00488,P0042,2,394.32,788.64,Card,Completed,2025-09-15 10:43:02.902167,2025-09-19 10:43:02.902167
O002165,C00746,P0050,4,294.36,1177.44,Card,Cancelled,2025-11-28 08:39:27.012037,2025-11-30 08:39:27.012037
O002166,C00257,P0015,1,477.3,477.3,UPI,Pending,2026-03-11 05:51:21.459203,2026-03-13 05:51:21.459203
O002167,C00622,P0081,1,344.62,344.62,UPI,Completed,2026-03-07 11:05:52.241659,2026-03-10 11:05:52.241659
O002168,C00716,P0058,4,295.73,1182.92,Cash,Cancelled,2025-10-19 00:07:58.935353,2025-10-22 00:07:58.935353
O002169,C00570,P0026,2,131.39,262.78,UPI,Pending,2025-07-27 10:36:52.106858,2025-08-01 10:36:52.106858
O002170,C00696,P0037,2,312.34,624.68,Cash,Completed,2026-03-18 23:46:29.779373,2026-03-22 23:46:29.779373
O002171,C00445,P0068,2,394.55,789.1,Cash,Completed,2025-08-24 16:58:52.591026,2025-08-26 16:58:52.591026
O002172,C00645,P0086,1,217.95,217.95,Card,Completed,2026-04-16 09:57:50.662080,2026-04-20 09:57:50.662080
O002173,C00915,P0001,3,419.55,1258.65,Cash,Cancelled,2026-01-16 03:54:30.394351,2026-01-23 03:54:30.394351
O002174,C00886,P0010,3,265.35,796.05,Cash,Cancelled,2025-08-06 11:14:31.754027,2025-08-09 11:14:31.754027
O002175,C00981,P0094,5,280.4,1402.0,Card,Completed,2025-07-29 21:25:44.262105,2025-08-06 21:25:44.262105
O002176,C00585,P0061,5,346.69,1733.45,UPI,Cancelled,2025-09-29 06:41:23.329031,2025-10-05 06:41:23.329031
O002177,C00922,P0072,2,129.07,258.14,UPI,Pending,2026-01-18 23:54:16.523091,2026-01-20 23:54:16.523091
O002178,C00641,P0049,1,270.6,270.6,Card,Completed,2025-08-19 13:58:10.938874,2025-08-29 13:58:10.938874
O002179,C00802,P0067,3,30.04,90.12,Card,Pending,2025-09-03 07:45:42.698585,2025-09-05 07:45:42.698585
O002180,C00237,P0007,5,494.26,2471.3,UPI,Completed,2025-07-20 00:19:32.765553,2025-07-29 00:19:32.765553
O002181,C00230,P0038,3,452.18,1356.54,Cash,Pending,2026-04-02 08:47:17.002285,2026-04-09 08:47:17.002285
O002182,C00070,P0021,3,190.55,571.65,Cash,Cancelled,2025-08-07 21:10:09.627955,2025-08-09 21:10:09.627955
O002183,C00248,P0067,5,30.04,150.2,UPI,Pending,2025-09-29 15:16:57.177540,2025-10-08 15:16:57.177540
O002184,C00634,P0008,5,482.59,2412.95,Cash,Pending,2025-11-16 09:13:41.797625,2025-11-18 09:13:41.797625
O002185,C00960,P0034,1,9.01,9.01,UPI,Pending,2025-08-08 00:51:46.214342,2025-08-09 00:51:46.214342
O002186,C00268,P0026,3,131.39,394.17,Card,Completed,2025-10-23 17:16:19.685852,2025-10-24 17:16:19.685852
O002187,C00561,P0094,3,280.4,841.2,Card,Pending,2025-08-25 16:39:46.304004,2025-08-26 16:39:46.304004
O002188,C00075,P0073,5,70.24,351.2,UPI,Completed,2025-08-07 07:14:37.721112,2025-08-08 07:14:37.721112
O002189,C00973,P0054,5,326.37,1631.85,Card,Cancelled,2026-01-13 20:48:14.122438,2026-01-23 20:48:14.122438
O002190,C00491,P0017,3,498.73,1496.19,Card,Completed,2026-01-18 01:30:08.795392,2026-01-19 01:30:08.795392
O002191,C00509,P0065,2,474.76,949.52,UPI,Pending,2025-11-11 09:42:28.866284,2025-11-17 09:42:28.866284
O002192,C00311,P0030,1,499.69,499.69,Card,Completed,2025-09-26 12:35:13.331715,2025-09-27 12:35:13.331715
O002193,C00548,P0078,4,114.67,458.68,Cash,Pending,2025-07-13 19:49:01.517842,2025-07-14 19:49:01.517842
O002194,C00054,P0050,4,294.36,1177.44,UPI,Cancelled,2026-01-19 06:09:07.032457,2026-01-22 06:09:07.032457
O002195,C00438,P0071,2,142.25,284.5,UPI,Completed,2025-09-12 06:12:17.310647,2025-09-14 06:12:17.310647
O002196,C00919,P0079,3,154.31,462.93,Card,Pending,2026-03-26 09:01:29.057048,2026-04-01 09:01:29.057048
O002197,C00448,P0008,2,482.59,965.18,Card,Cancelled,2026-05-20 06:20:27.939707,2026-05-24 06:20:27.939707
O002198,C00011,P0030,4,499.69,1998.76,Cash,Completed,2026-03-04 19:05:37.155229,2026-03-13 19:05:37.155229
O002199,C00822,P0002,2,226.04,452.08,Card,Completed,2026-01-09 07:42:40.453851,2026-01-10 07:42:40.453851
O002200,C00130,P0057,2,197.38,394.76,Card,Pending,2026-03-23 14:56:14.866685,2026-03-28 14:56:14.866685
O002201,C00359,P0078,2,114.67,229.34,Card,Cancelled,2026-02-20 00:47:15.103821,2026-02-25 00:47:15.103821
O002202,C00408,P0062,1,475.52,475.52,Card,Pending,2025-09-21 11:46:29.454424,2025-09-23 11:46:29.454424
O002203,C00961,P0070,2,388.31,776.62,Cash,Cancelled,2026-05-05 12:18:42.916280,2026-05-13 12:18:42.916280
O002204,C00833,P0046,2,481.63,963.26,Cash,Pending,2025-09-27 01:51:02.421313,2025-10-05 01:51:02.421313
O002205,C00965,P0047,5,483.8,2419.0,Cash,Completed,2026-01-24 19:06:09.142052,2026-01-29 19:06:09.142052
O002206,C00540,P0035,3,373.86,1121.58,Cash,Completed,2026-03-03 03:10:28.914343,2026-03-12 03:10:28.914343
O002207,C00056,P0045,4,374.55,1498.2,UPI,Pending,2025-08-02 16:54:53.294671,2025-08-12 16:54:53.294671
O002208,C00081,P0027,2,340.42,680.84,Card,Pending,2026-06-10 01:21:20.667655,2026-06-19 01:21:20.667655
O002209,C00760,P0071,2,142.25,284.5,UPI,Cancelled,2025-12-24 05:14:54.615105,2025-12-26 05:14:54.615105
O002210,C00836,P0019,1,87.35,87.35,Cash,Pending,2025-09-29 23:44:55.372817,2025-10-03 23:44:55.372817
O002211,C00666,P0098,4,56.28,225.12,Card,Pending,2025-11-18 05:44:47.808923,2025-11-20 05:44:47.808923
O002212,C00857,P0005,3,288.04,864.12,Cash,Pending,2025-07-06 22:10:47.993199,2025-07-11 22:10:47.993199
O002213,C00308,P0011,1,207.94,207.94,Cash,Pending,2026-04-01 21:46:29.671737,2026-04-06 21:46:29.671737
O002214,C00508,P0003,4,278.2,1112.8,UPI,Completed,2026-02-03 17:16:27.139355,2026-02-10 17:16:27.139355
O002215,C00230,P0027,4,340.42,1361.68,Cash,Pending,2025-10-22 04:02:11.937188,2025-10-25 04:02:11.937188
O002216,C00546,P0007,3,494.26,1482.78,Cash,Pending,2025-12-26 20:25:50.173369,2025-12-27 20:25:50.173369
O002217,C00960,P0004,5,466.76,2333.8,UPI,Cancelled,2025-12-25 09:48:45.937064,2025-12-31 09:48:45.937064
O002218,C00222,P0097,1,484.36,484.36,Cash,Cancelled,2025-07-19 04:12:23.439600,2025-07-25 04:12:23.439600
O002219,C00445,P0055,1,473.4,473.4,Cash,Pending,2025-07-10 18:15:32.614505,2025-07-12 18:15:32.614505
O002220,C00976,P0093,3,52.8,158.4,UPI,Pending,2025-08-18 13:46:05.560772,2025-08-27 13:46:05.560772
O002221,C00587,P0093,5,52.8,264.0,UPI,Completed,2025-10-04 04:04:58.674250,2025-10-13 04:04:58.674250
O002222,C00984,P0049,4,270.6,1082.4,Card,Completed,2026-03-21 06:53:38.606453,2026-03-25 06:53:38.606453
O002223,C00288,P0088,3,444.61,1333.83,Card,Cancelled,2026-04-13 09:31:14.729002,2026-04-15 09:31:14.729002
O002224,C00303,P0044,5,457.45,2287.25,Card,Cancelled,2026-06-20 07:46:45.041474,2026-06-27 07:46:45.041474
O002225,C00281,P0047,3,483.8,1451.4,Cash,Cancelled,2026-05-31 21:27:02.580152,2026-06-05 21:27:02.580152
O002226,C00013,P0016,3,22.77,68.31,Cash,Pending,2025-12-16 03:14:37.614087,2025-12-26 03:14:37.614087
O002227,C00857,P0034,2,9.01,18.02,UPI,Completed,2025-12-07 17:11:22.096055,2025-12-15 17:11:22.096055
O002228,C00451,P0002,4,226.04,904.16,UPI,Pending,2025-10-08 13:24:15.645756,2025-10-09 13:24:15.645756
O002229,C00654,P0072,2,129.07,258.14,Card,Cancelled,2025-11-12 16:34:45.398125,2025-11-19 16:34:45.398125
O002230,C00962,P0011,3,207.94,623.82,Cash,Pending,2026-04-18 09:54:26.171606,2026-04-28 09:54:26.171606
O002231,C00977,P0009,4,169.34,677.36,UPI,Pending,2026-04-18 11:28:28.632822,2026-04-21 11:28:28.632822
O002232,C00266,P0064,2,34.97,69.94,Cash,Completed,2026-03-04 11:50:54.830757,2026-03-08 11:50:54.830757
O002233,C00151,P0080,1,499.3,499.3,Card,Cancelled,2026-05-04 08:43:57.799990,2026-05-08 08:43:57.799990
O002234,C00040,P0024,5,343.15,1715.75,Cash,Pending,2025-10-27 10:07:38.524273,2025-11-04 10:07:38.524273
O002235,C00043,P0071,2,142.25,284.5,Cash,Pending,2025-09-06 03:57:40.504800,2025-09-07 03:57:40.504800
O002236,C00999,P0033,1,489.08,489.08,Cash,Cancelled,2025-12-16 21:00:04.925156,2025-12-22 21:00:04.925156
O002237,C00046,P0077,2,259.05,518.1,Card,Completed,2026-01-11 13:18:32.459002,2026-01-17 13:18:32.459002
O002238,C00520,P0057,1,197.38,197.38,Card,Completed,2025-07-31 20:51:06.196248,2025-08-09 20:51:06.196248
O002239,C00209,P0042,5,394.32,1971.6,Cash,Pending,2025-08-11 12:49:52.589893,2025-08-17 12:49:52.589893
O002240,C00074,P0083,4,37.51,150.04,Card,Completed,2026-04-13 14:13:52.831476,2026-04-18 14:13:52.831476
O002241,C00335,P0078,3,114.67,344.01,UPI,Cancelled,2026-04-03 12:14:42.067125,2026-04-09 12:14:42.067125
O002242,C00384,P0061,3,346.69,1040.07,Card,Completed,2026-02-14 13:39:34.092147,2026-02-24 13:39:34.092147
O002243,C00378,P0006,3,10.0,30.0,Cash,Completed,2026-04-19 23:20:28.697219,2026-04-22 23:20:28.697219
O002244,C00109,P0078,2,114.67,229.34,Cash,Cancelled,2025-10-21 07:39:42.964949,2025-10-27 07:39:42.964949
O002245,C00800,P0095,5,168.17,840.85,Cash,Pending,2025-10-05 02:32:44.293360,2025-10-15 02:32:44.293360
O002246,C00963,P0028,4,472.89,1891.56,Card,Cancelled,2025-11-12 00:40:02.804213,2025-11-22 00:40:02.804213
O002247,C00744,P0020,4,165.57,662.28,Card,Completed,2026-02-08 11:12:08.615956,2026-02-10 11:12:08.615956
O002248,C00579,P0065,5,474.76,2373.8,Cash,Pending,2025-08-23 02:10:13.347854,2025-09-01 02:10:13.347854
O002249,C00552,P0094,1,280.4,280.4,Card,Cancelled,2025-11-23 17:41:28.381406,2025-12-02 17:41:28.381406
O002250,C00484,P0085,5,267.63,1338.15,UPI,Pending,2025-11-02 22:04:29.528417,2025-11-11 22:04:29.528417
O002251,C00276,P0025,5,119.93,599.65,Card,Pending,2026-04-28 19:04:43.360469,2026-05-03 19:04:43.360469
O002252,C00249,P0099,3,330.08,990.24,UPI,Pending,2026-02-06 11:16:13.150700,2026-02-10 11:16:13.150700
O002253,C00767,P0015,2,477.3,954.6,Cash,Pending,2025-12-14 22:54:30.963273,2025-12-22 22:54:30.963273
O002254,C00371,P0011,3,207.94,623.82,Cash,Completed,2025-12-31 09:20:22.252289,2026-01-09 09:20:22.252289
O002255,C00937,P0047,4,483.8,1935.2,Card,Pending,2025-09-26 15:03:15.606544,2025-10-06 15:03:15.606544
O002256,C00806,P0054,2,326.37,652.74,Card,Cancelled,2025-12-12 06:17:05.394274,2025-12-22 06:17:05.394274
O002257,C00251,P0100,4,423.46,1693.84,Cash,Completed,2026-03-09 06:21:35.543329,2026-03-19 06:21:35.543329
O002258,C00621,P0034,3,9.01,27.03,UPI,Completed,2025-08-13 19:10:39.155229,2025-08-19 19:10:39.155229
O002259,C00084,P0053,4,114.58,458.32,Card,Cancelled,2026-04-04 03:47:40.036226,2026-04-13 03:47:40.036226
O002260,C00507,P0081,2,344.62,689.24,UPI,Completed,2026-01-01 07:20:14.594579,2026-01-04 07:20:14.594579
O002261,C00171,P0016,4,22.77,91.08,Cash,Cancelled,2025-11-30 23:39:17.104352,2025-12-05 23:39:17.104352
O002262,C00953,P0061,1,346.69,346.69,Card,Pending,2025-08-22 22:38:57.357552,2025-08-25 22:38:57.357552
O002263,C00025,P0089,2,202.37,404.74,Card,Cancelled,2025-12-04 18:40:22.172747,2025-12-06 18:40:22.172747
O002264,C00888,P0068,4,394.55,1578.2,UPI,Completed,2026-01-31 20:24:16.759136,2026-02-07 20:24:16.759136
O002265,C00412,P0090,5,216.25,1081.25,Cash,Pending,2025-11-25 16:42:42.444470,2025-11-29 16:42:42.444470
O002266,C00122,P0044,3,457.45,1372.35,Cash,Cancelled,2025-08-20 10:12:52.737861,2025-08-30 10:12:52.737861
O002267,C00111,P0093,1,52.8,52.8,Cash,Pending,2025-11-26 00:53:25.000981,2025-11-28 00:53:25.000981
O002268,C00973,P0058,4,295.73,1182.92,Cash,Pending,2026-05-01 03:52:05.488789,2026-05-09 03:52:05.488789
O002269,C00297,P0097,4,484.36,1937.44,Cash,Completed,2026-06-04 16:06:18.352664,2026-06-07 16:06:18.352664
O002270,C00742,P0099,5,330.08,1650.4,Card,Completed,2025-12-10 05:49:42.440322,2025-12-19 05:49:42.440322
